julian_day,temperature
2450400,1360.7994 
2450401,1360.8095 
2450402,1360.8942 
2450403,1360.8801 
2450404,1360.8939 
2450405,1360.9363 
2450406,1360.8700 
2450407,1360.9307 
2450408,1360.9840 
2450409,1360.8927 
2450410,1360.7220 
2450411,1360.6789 
2450412,1360.5446 
2450413,1359.9057 
2450414,1360.0396 
2450415,1360.0210 
2450416,1360.1782 
2450417,1360.3850 
2450418,1360.5160 
2450419,1360.8514 
2450420,1360.7761 
2450421,1360.7956 
2450422,1360.8018 
2450423,1360.7270 
2450424,1360.7268 
2450425,1360.7062 
2450426,1360.7167 
2450427,1360.7441 
2450428,1360.8072 
2450429,1360.8626 
2450430,1360.8199 
2450431,1361.0061 
2450432,1360.9000 
2450433,1360.8748 
2450434,1360.8637 
2450435,1360.9780 
2450436,1360.9721 
2450437,1361.0605 
2450438,1361.0495 
2450439,1361.0356 
2450440,1361.0067 
2450441,1360.9207 
2450442,1360.8555 
2450443,1360.8524 
2450444,1360.8752 
2450445,1360.8011 
2450446,1360.7756 
2450447,1360.7128 
2450448,1360.6995 
2450449,1360.7244 
2450450,1360.7244 
2450451,1360.7147 
2450452,1360.7866 
2450453,1360.7763 
2450454,1360.7842 
2450455,1360.7951 
2450456,1360.8361 
2450457,1360.8324 
2450458,1360.9310 
2450459,1360.9620 
2450460,1360.8739 
2450461,1360.8760 
2450462,1360.8417 
2450463,1360.8675 
2450464,1360.8407 
2450465,1360.8669 
2450466,1360.8018 
2450467,1360.8667 
2450468,1360.8540 
2450469,1360.8413 
2450470,1360.7601 
2450471,1360.7776 
2450472,1360.7524 
2450473,1360.7554 
2450474,1360.7451 
2450475,1360.7432 
2450476,1360.7439 
2450477,1360.7592 
2450478,1360.7085 
2450479,1360.7421 
2450480,1360.7136 
2450481,1360.8264 
2450482,1360.7883 
2450483,1360.6645 
2450484,1360.7541 
2450485,1360.8685 
2450486,1360.8394 
2450487,1360.7817 
2450488,1360.8386 
2450489,1360.8541 
2450490,1360.8793 
2450491,1360.9285 
2450492,1360.8157 
2450493,1360.8645 
2450494,1360.8266 
2450495,1360.8631 
2450496,1360.8028 
2450497,1360.6740 
2450498,1360.7026 
2450499,1360.7278 
2450500,1360.7111 
2450501,1360.7125 
2450502,1360.7254 
2450503,1360.7259 
2450504,1360.6943 
2450505,1360.7909 
2450506,1360.8282 
2450507,1360.8409 
2450508,1360.8155 
2450509,1360.8644 
2450510,1360.8514 
2450511,1360.8523 
2450512,1360.8401 
2450513,1360.8650 
2450514,1360.8245 
2450515,1360.9106 
2450516,1360.8400 
2450517,1360.8427 
2450518,1360.8721 
2450519,1360.8820 
2450520,1360.9153 
2450521,1360.8917 
2450522,1360.8558 
2450523,1360.8684 
2450524,1360.8712 
2450525,1360.8350 
2450526,1360.7973 
2450527,1360.7196 
2450528,1360.7790 
2450529,1360.8129 
2450530,1360.7517 
2450531,1360.7213 
2450532,1360.7459 
2450533,1360.7459 
2450534,1360.6482 
2450535,1360.7608 
2450536,1360.7749 
2450537,1360.7580 
2450538,1360.7320 
2450539,1360.7298 
2450540,1360.7072 
2450541,1360.7834 
2450542,1360.8615 
2450543,1360.8486 
2450544,1360.9114 
2450545,1360.9982 
2450546,1360.8432 
2450547,1360.9057 
2450548,1360.8747 
2450549,1360.8118 
2450550,1360.7980 
2450551,1360.8469 
2450552,1360.7622 
2450553,1360.6621 
2450554,1360.6118 
2450555,1360.7053 
2450556,1360.5487 
2450557,1360.6851 
2450558,1360.7092 
2450559,1360.7033 
2450560,1360.6899 
2450561,1360.6963 
2450562,1360.7246 
2450563,1360.7480 
2450564,1360.7973 
2450565,1360.7882 
2450566,1360.7746 
2450567,1360.8105 
2450568,1360.8657 
2450569,1360.8451 
2450570,1360.8814 
2450571,1360.8942 
2450572,1360.9023 
2450573,1360.9019 
2450574,1360.8723 
2450575,1360.8772 
2450576,1360.8374 
2450577,1360.8288 
2450578,1360.7918 
2450579,1360.7640 
2450580,1360.7481 
2450581,1360.5975 
2450582,1360.7465 
2450583,1360.7575 
2450584,1360.8453 
2450585,1360.8067 
2450586,1360.6889 
2450587,1360.6567 
2450588,1360.7122 
2450589,1360.7300 
2450590,1360.7381 
2450591,1360.8234 
2450592,1360.9604 
2450593,1360.9073 
2450594,1360.8843 
2450595,1360.9612 
2450596,1360.9630 
2450597,1360.9687 
2450598,1361.0153 
2450599,1361.0382 
2450600,1361.0243 
2450601,1361.0541 
2450602,1360.9863 
2450603,1360.9441 
2450604,1360.9117 
2450605,1360.8473 
2450606,1360.7932 
2450607,1360.8003 
2450608,1360.7646 
2450609,1360.7664 
2450610,1360.7673 
2450611,1360.7791 
2450612,1360.7683 
2450613,1360.7461 
2450614,1360.8504 
2450615,1360.8756 
2450616,1360.7019 
2450617,1360.7084 
2450618,1360.7425 
2450619,1360.8583 
2450620,1360.7785 
2450621,1360.7907 
2450622,1360.8441 
2450623,1360.8266 
2450624,1360.8251 
2450625,1360.8303 
2450626,1360.8390 
2450627,1360.8779 
2450628,1360.8528 
2450629,1360.8927 
2450630,1360.8923 
2450631,1360.8413 
2450632,1360.8783 
2450633,1360.8490 
2450634,1360.8120 
2450635,1360.7393 
2450636,1360.8212 
2450637,1360.7806 
2450638,1360.8447 
2450639,1360.8217 
2450640,1360.7870 
2450641,1360.7799 
2450642,1360.8024 
2450643,1360.8162 
2450644,1360.7052 
2450645,1360.8275 
2450646,1360.8170 
2450647,1360.7589 
2450648,1360.8774 
2450649,1360.7727 
2450650,1360.9178 
2450651,1360.9312 
2450652,1360.9411 
2450653,1360.9353 
2450654,1360.8932 
2450655,1360.8583 
2450656,1360.8851 
2450657,1360.9127 
2450658,1360.9657 
2450659,1360.9193 
2450660,1360.7567 
2450661,1360.8877 
2450662,1360.7174 
2450663,1360.7681 
2450664,1360.8462 
2450665,1360.7909 
2450666,1360.8658 
2450667,1360.8257 
2450668,1360.8362 
2450669,1360.8307 
2450670,1360.9002 
2450671,1360.9013 
2450672,1360.9556 
2450673,1360.9120 
2450674,1360.9232 
2450675,1360.8925 
2450676,1360.9441 
2450677,1360.8095 
2450678,1360.9335 
2450679,1360.9447 
2450680,1360.9170 
2450681,1360.9037 
2450682,1360.8884 
2450683,1360.9035 
2450684,1360.9703 
2450685,1360.9651 
2450686,1360.9947 
2450687,1360.9754 
2450688,1360.9591 
2450689,1361.0180 
2450690,1360.8751 
2450691,1360.9751 
2450692,1360.9271 
2450693,1361.0118 
2450694,1361.0636 
2450695,1361.2667 
2450696,1361.2503 
2450697,1360.9740 
2450698,1360.8036 
2450699,1360.6846 
2450700,1360.3733 
2450701,1360.2004 
2450702,1360.1907 
2450703,1360.3790 
2450704,1360.5398 
2450705,1360.6945 
2450706,1360.6230 
2450707,1360.6641 
2450708,1360.9269 
2450709,1360.9564 
2450710,1360.8484 
2450711,1360.8982 
2450712,1360.9723 
2450713,1361.1234 
2450714,1360.9954 
2450715,1361.0966 
2450716,1360.9502 
2450717,1360.9403 
2450718,1360.9471 
2450719,1361.0146 
2450720,1360.9876 
2450721,1361.0855 
2450722,1361.0434 
2450723,1361.1533 
2450724,1361.0565 
2450725,1361.0398 
2450726,1361.0684 
2450727,1361.2406 
2450728,1361.2469 
2450729,1361.1914 
2450730,1361.1952 
2450731,1361.2312 
2450732,1361.1911 
2450733,1361.1868 
2450734,1361.0761 
2450735,1361.0916 
2450736,1361.0584 
2450737,1360.9697 
2450738,1360.9465 
2450739,1360.9412 
2450740,1361.0521 
2450741,1360.9955 
2450742,1360.8845 
2450743,1361.0378 
2450744,1360.9863 
2450745,1360.9844 
2450746,1361.1065 
2450747,1361.0663 
2450748,1360.9925 
2450749,1361.0428 
2450750,1360.9213 
2450751,1360.7946 
2450752,1360.9454 
2450753,1360.9090 
2450754,1360.9945 
2450755,1360.9469 
2450756,1360.4803 
2450757,1360.4686 
2450758,1360.6362 
2450759,1360.8907 
2450760,1361.1414 
2450761,1361.1432 
2450762,1361.1328 
2450763,1361.0949 
2450764,1361.0859 
2450765,1361.0258 
2450766,1361.0048 
2450767,1361.0223 
2450768,1360.9003 
2450769,1360.8956 
2450770,1360.8356 
2450771,1360.7843 
2450772,1360.7607 
2450773,1360.7753 
2450774,1360.7562 
2450775,1360.8797 
2450776,1361.1539 
2450777,1361.1139 
2450778,1361.2761 
2450779,1361.3841 
2450780,1361.0448 
2450781,1361.1372 
2450782,1361.1076 
2450783,1361.0045 
2450784,1361.0180 
2450785,1360.8929 
2450786,1360.9391 
2450787,1361.2104 
2450788,1361.0721 
2450789,1361.1190 
2450790,1361.1250 
2450791,1361.0748 
2450792,1360.9317 
2450793,1360.8180 
2450794,1360.8969 
2450795,1360.9228 
2450796,1360.9348 
2450797,1360.9758 
2450798,1360.9938 
2450799,1360.9578 
2450800,1360.9930 
2450801,1360.9211 
2450802,1360.9692 
2450803,1361.0073 
2450804,1361.0853 
2450805,1361.0556 
2450806,1360.8661 
2450807,1360.9613 
2450808,1360.9707 
2450809,1361.0148 
2450810,1361.0887 
2450811,1361.0697 
2450812,1361.0001 
2450813,1361.0083 
2450814,1361.1836 
2450815,1361.2838 
2450816,1361.1656 
2450817,1361.1596 
2450818,1361.1625 
2450819,1361.1398 
2450820,1361.0024 
2450821,1361.0494 
2450822,1361.0485 
2450823,1361.0260 
2450824,1361.0489 
2450825,1361.0314 
2450826,1360.8756 
2450827,1360.7106 
2450828,1360.7843 
2450829,1360.7132 
2450830,1360.8229 
2450831,1361.0475 
2450832,1361.2126 
2450833,1361.1726 
2450834,1361.2678 
2450835,1361.2871 
2450836,1361.2564 
2450837,1361.2781 
2450838,1361.3317 
2450839,1361.3624 
2450840,1361.1381 
2450841,1361.1590 
2450842,1361.1350 
2450843,1361.0793 
2450844,1361.1356 
2450845,1361.0876 
2450846,1361.0940 
2450847,1360.9279 
2450848,1361.0357 
2450849,1361.0077 
2450850,1360.8650 
2450851,1360.8809 
2450852,1361.0208 
2450853,1360.9856 
2450854,1361.0143 
2450855,1361.0003 
2450856,1360.9854 
2450857,1360.8304 
2450858,1360.8721 
2450859,1360.7319 
2450860,1360.8481 
2450861,1360.5902 
2450862,1360.7880 
2450863,1360.9299 
2450864,1360.9806 
2450865,1361.0866 
2450866,1361.1313 
2450867,1361.1463 
2450868,1361.1063 
2450869,1361.1565 
2450870,1361.2018 
2450871,1360.9600 
2450872,1361.0683 
2450873,1361.0563 
2450874,1361.0206 
2450875,1360.9572 
2450876,1360.7198 
2450877,1360.7812 
2450878,1360.7791 
2450879,1360.9461 
2450880,1361.0001 
2450881,1360.8615 
2450882,1361.0314 
2450883,1361.1705 
2450884,1361.2524 
2450885,1361.1054 
2450886,1361.0274 
2450887,1360.9986 
2450888,1360.6332 
2450889,1360.5698 
2450890,1360.5993 
2450891,1360.7941 
2450892,1360.8790 
2450893,1360.9867 
2450894,1361.3969 
2450895,1361.1976 
2450896,1360.9726 
2450897,1360.8528 
2450898,1360.8773 
2450899,1360.9127 
2450900,1360.9899 
2450901,1360.9504 
2450902,1360.9000 
2450903,1360.9372 
2450904,1360.7793 
2450905,1360.8493 
2450906,1360.9817 
2450907,1360.9937 
2450908,1360.9609 
2450909,1361.0306 
2450910,1361.0099 
2450911,1361.2077 
2450912,1361.2316 
2450913,1361.2569 
2450914,1361.3054 
2450915,1361.4587 
2450916,1361.4594 
2450917,1361.3865 
2450918,1361.4323 
2450919,1361.5542 
2450920,1361.4415 
2450921,1361.4923 
2450922,1361.3470 
2450923,1361.3356 
2450924,1361.2516 
2450925,1361.2337 
2450926,1361.1634 
2450927,1361.2013 
2450928,1361.1983 
2450929,1361.1423 
2450930,1361.1336 
2450931,1361.1133 
2450932,1361.1329 
2450933,1361.0644 
2450934,1360.6820 
2450935,1360.6500 
2450936,1360.5105 
2450937,1360.4844 
2450938,1360.6321 
2450939,1360.8428 
2450940,1360.9841 
2450941,1361.1072 
2450942,1361.3007 
2450943,1361.4196 
2450944,1361.3666 
2450945,1361.4108 
2450946,1361.3282 
2450947,1361.2971 
2450948,1361.2927 
2450949,1361.2726 
2450950,1361.1842 
2450951,1361.2355 
2450952,1361.3248 
2450953,1361.2353 
2450954,1361.2767 
2450955,1361.3783 
2450956,1361.2686 
2450957,1361.0559 
2450958,1360.8171 
2450959,1360.8102 
2450960,1361.0031 
2450961,1361.1936 
2450962,1361.1296 
2450963,1361.1037 
2450964,1360.9792 
2450965,1361.0480 
2450966,1361.0084 
2450967,1360.9764 
2450968,1361.1461 
2450969,1361.1153 
2450970,1361.1899 
2450971,1361.2117 
2450972,1361.1591 
2450973,1361.2693 
2450974,1361.2996 
2450975,1361.2001 
2450976,1361.3442 
2450977,1361.3244 
2450978,1361.3505 
2450979,1361.3503 
2450980,1361.3582 
2450981,1361.3625 
2450982,1361.1811 
2450983,1361.1322 
2450984,1360.9992 
2450985,1360.8741 
2450986,1360.8939 
2450987,1361.0246 
2450988,1361.0549 
2450989,1361.0340 
2450990,1361.1351 
2450991,1361.1279 
2450992,1361.4138 
2450993,1361.4915 
2450994,1361.5131 
2450995,1361.6298 
2450996,1361.5852 
2450997,1361.6364 
2450998,1361.6569 
2450999,1361.5484 
2451000,1361.5581 
2451001,1361.5393 
2451002,1361.5578 
2451003,1361.4114 
2451004,1361.6051 
2451005,1361.5624 
2451006,1361.5233 
2451007,1361.5473 
2451008,1361.5924 
2451009,1361.5517 
2451010,1361.5397 
2451011,1361.3418 
2451012,1361.3239 
2451013,1361.4915 
2451014,1361.3517 
2451015,1361.4171 
2451016,1361.2609 
2451017,1361.2814 
2451018,1361.1920 
2451019,1361.1772 
2451020,1360.9912 
2451021,1360.8161 
2451022,1361.1888 
2451023,1361.1928 
2451024,1361.2335 
2451025,1361.5246 
2451026,1361.4193 
2451027,1361.3996 
2451028,1361.5331 
2451029,1361.5027 
2451030,1361.4554 
2451031,1361.2761 
2451032,1361.1887 
2451033,1361.2441 
2451034,1361.2628 
2451035,1360.8382 
2451036,1360.7295 
2451037,1360.7327 
2451038,1360.7508 
2451039,1360.7214 
2451040,1360.5394 
2451041,1360.8635 
2451042,1360.9227 
2451043,1361.1553 
2451044,1361.1773 
2451045,1361.2261 
2451046,1361.3673 
2451047,1361.2373 
2451048,1361.3539 
2451049,1361.3677 
2451050,1361.4921 
2451051,1361.4440 
2451052,1361.4778 
2451053,1361.6640 
2451054,1361.5132 
2451055,1361.5300 
2451056,1360.9868 
2451057,1360.8708 
2451058,1361.0484 
2451059,1360.9293 
2451060,1360.4264 
2451061,1360.4979 
2451062,1360.7052 
2451063,1361.1019 
2451064,1361.2865 
2451065,1361.1560 
2451066,1361.4434 
2451067,1361.1786 
2451068,1361.1175 
2451069,1361.4723 
2451070,1361.5961 
2451071,1361.6343 
2451072,1361.5927 
2451073,1361.4550 
2451074,1361.5701 
2451075,1361.3749 
2451076,1361.4972 
2451077,1361.2813 
2451078,1361.1870 
2451079,1361.3914 
2451080,1361.1251 
2451081,1361.1346 
2451082,1361.4385 
2451083,1361.4328 
2451084,1361.5718 
2451085,1361.7061 
2451086,1361.7703 
2451087,1361.7318 
2451088,1361.9196 
2451089,1361.7500 
2451090,1361.7291 
2451091,1361.4549 
2451092,1361.5562 
2451093,1361.4525 
2451094,1361.5586 
2451095,1361.5271 
2451096,1361.4170 
2451097,1361.5762 
2451098,1361.6642 
2451099,1361.6136 
2451100,1361.5887 
2451101,1361.4467 
2451102,1361.3924 
2451103,1361.3021 
2451104,1361.4128 
2451105,1361.4376 
2451106,1361.5941 
2451107,1361.5571 
2451108,1361.5744 
2451109,1361.3664 
2451110,1361.4442 
2451111,1361.5536 
2451112,1361.3883 
2451113,1361.4581 
2451114,1361.2763 
2451115,1361.2105 
2451116,1361.4513 
2451117,1361.5162 
2451118,1361.6139 
2451119,1361.6810 
2451120,1361.3965 
2451121,1361.3165 
2451122,1361.2980 
2451123,1361.6913 
2451124,1361.3736 
2451125,1361.2187 
2451126,1361.1529 
2451127,1361.3098 
2451128,1361.3446 
2451129,1361.2190 
2451130,1361.2808 
2451131,1361.3514 
2451132,1361.3918 
2451133,1361.2483 
2451134,1361.3507 
2451135,1361.3471 
2451136,1361.3599 
2451137,1361.3109 
2451138,1361.1510 
2451139,1361.1007 
2451140,1361.3858 
2451141,1361.3745 
2451142,1361.4520 
2451143,1361.5530 
2451144,1361.6195 
2451145,1361.5652 
2451146,1361.5555 
2451147,1361.5774 
2451148,1361.7578 
2451149,1361.7597 
2451150,1361.7391 
2451151,1361.7953 
2451152,1361.5822 
2451153,1361.3756 
2451154,1361.3892 
2451155,1361.3130 
2451156,1361.1900 
2451157,1361.3245 
2451158,1361.4951 
2451159,1361.3579 
2451160,1361.3877 
2451161,1361.2839 
2451162,1361.1148 
2451163,1361.2501 
2451164,1361.6406 
2451165,1361.6502 
2451166,1361.7561 
2451167,1361.5764 
2451168,1361.6048 
2451169,1361.7012 
2451170,1361.7682 
2451171,1361.9109 
2451172,1361.9286 
2451173,1361.9486 
2451174,1361.8773 
2451175,1361.4637 
2451176,1361.4787 
2451177,1361.5408 
2451178,1361.6263 
2451179,1361.6600 
2451180,1361.6442 
2451181,1361.9457 
2451182,1361.8767 
2451183,1361.8459 
2451184,1361.9048 
2451185,1361.8114 
2451186,1361.7776 
2451187,1361.9103 
2451188,1361.5205 
2451189,1361.4606 
2451190,1361.5830 
2451191,1361.7549 
2451192,1361.5021 
2451193,1361.4110 
2451194,1361.2571 
2451195,1361.3448 
2451196,1361.3020 
2451197,1361.4326 
2451198,1361.2446 
2451199,1361.7651 
2451200,1361.7594 
2451201,1361.8324 
2451202,1361.9954 
2451203,1362.1830 
2451204,1362.1493 
2451205,1362.1346 
2451206,1362.1194 
2451207,1362.0396 
2451208,1361.9869 
2451209,1361.7125 
2451210,1361.7854 
2451211,1361.6179 
2451212,1361.3510 
2451213,1361.2694 
2451214,1361.2444 
2451215,1361.4593 
2451216,1361.2179 
2451217,1361.2399 
2451218,1361.2800 
2451219,1361.3638 
2451220,1361.3548 
2451221,1361.1649 
2451222,1360.6395 
2451223,1360.3183 
2451224,1360.2621 
2451225,1360.7277 
2451226,1361.0780 
2451227,1361.3343 
2451228,1361.6179 
2451229,1361.7546 
2451230,1361.9637 
2451231,1361.9941 
2451232,1361.8929 
2451233,1361.8349 
2451234,1361.6745 
2451235,1361.7352 
2451236,1361.6626 
2451237,1361.6243 
2451238,1361.5490 
2451239,1361.4536 
2451240,1361.2268 
2451241,1361.1511 
2451242,1361.0975 
2451243,1361.3325 
2451244,1361.3887 
2451245,1361.4056 
2451246,1361.5287 
2451247,1361.6316 
2451248,1361.6172 
2451249,1361.6214 
2451250,1361.7717 
2451251,1361.4729 
2451252,1361.4437 
2451253,1361.3403 
2451254,1361.3000 
2451255,1361.5172 
2451256,1361.6762 
2451257,1361.7991 
2451258,1361.6656 
2451259,1361.6276 
2451260,1361.5447 
2451261,1361.5353 
2451262,1361.4834 
2451263,1361.4381 
2451264,1361.3370 
2451265,1361.3769 
2451266,1361.2972 
2451267,1361.3471 
2451268,1361.3521 
2451269,1361.3409 
2451270,1361.2744 
2451271,1361.2379 
2451272,1361.2302 
2451273,1361.2381 
2451274,1361.2959 
2451275,1361.5275 
2451276,1361.6074 
2451277,1361.6376 
2451278,1361.6846 
2451279,1361.6345 
2451280,1361.7232 
2451281,1361.8872 
2451282,1361.7571 
2451283,1361.7586 
2451284,1361.7685 
2451285,1361.4737 
2451286,1361.4051 
2451287,1361.3692 
2451288,1361.2571 
2451289,1361.0833 
2451290,1360.9971 
2451291,1360.9850 
2451292,1360.9832 
2451293,1361.0346 
2451294,1361.0685 
2451295,1360.9720 
2451296,1360.9420 
2451297,1360.9467 
2451298,1360.9987 
2451299,1361.1251 
2451300,1361.4621 
2451301,1361.5786 
2451302,1361.8096 
2451303,1361.7586 
2451304,1361.6810 
2451305,1361.8752 
2451306,1362.0184 
2451307,1362.1191 
2451308,1362.0557 
2451309,1361.8909 
2451310,1361.7861 
2451311,1361.6831 
2451312,1361.5326 
2451313,1361.5927 
2451314,1361.4837 
2451315,1361.4016 
2451316,1361.2245 
2451317,1361.1475 
2451318,1361.0646 
2451319,1360.9464 
2451320,1360.9919 
2451321,1360.9573 
2451322,1361.0888 
2451323,1361.2486 
2451324,1361.3541 
2451325,1361.4835 
2451326,1361.6022 
2451327,1361.5064 
2451328,1361.7168 
2451329,1361.4326 
2451330,1360.8450 
2451331,1360.7396 
2451332,1361.1435 
2451333,1361.1480 
2451334,1361.4393 
2451335,1361.8120 
2451336,1361.7666 
2451337,1361.6494 
2451338,1361.6583 
2451339,1361.4161 
2451340,1361.1357 
2451341,1361.2909 
2451342,1361.2916 
2451343,1361.2498 
2451344,1361.2194 
2451345,1361.2276 
2451346,1361.2832 
2451347,1361.3893 
2451348,1361.4221 
2451349,1361.6470 
2451350,1361.7206 
2451351,1361.7323 
2451352,1361.8184 
2451353,1361.9188 
2451354,1361.7657 
2451355,1361.5030 
2451356,1361.4597 
2451357,1361.4070 
2451358,1361.6265 
2451359,1361.6214 
2451360,1361.9198 
2451361,1361.7650 
2451362,1361.7528 
2451363,1361.8560 
2451364,1361.8391 
2451365,1361.5538 
2451366,1361.3516 
2451367,1361.3734 
2451368,1361.4728 
2451369,1361.5865 
2451370,1361.7036 
2451371,1361.6039 
2451372,1361.5915 
2451373,1361.5082 
2451374,1361.3305 
2451375,1361.3188 
2451376,1361.2731 
2451377,1361.5594 
2451378,1361.2669 
2451379,1361.6092 
2451380,1361.5547 
2451381,1361.4520 
2451382,1361.0994 
2451383,1361.2288 
2451384,1361.3349 
2451385,1361.4203 
2451386,1361.4831 
2451387,1361.6581 
2451388,1361.7464 
2451389,1361.6912 
2451390,1361.4313 
2451391,1361.0434 
2451392,1360.6097 
2451393,1360.5505 
2451394,1360.7964 
2451395,1361.1297 
2451396,1361.6117 
2451397,1361.8869 
2451398,1361.8351 
2451399,1361.9225 
2451400,1361.7194 
2451401,1361.5076 
2451402,1361.3766 
2451403,1361.5080 
2451404,1361.7452 
2451405,1361.7100 
2451406,1361.6469 
2451407,1361.5252 
2451408,1361.4026 
2451409,1361.2860 
2451410,1361.4696 
2451411,1361.6267 
2451412,1361.7629 
2451413,1361.8730 
2451414,1361.9385 
2451415,1362.0023 
2451416,1362.0796 
2451417,1362.0559 
2451418,1361.6285 
2451419,1361.7559 
2451420,1361.6235 
2451421,1361.6614 
2451422,1362.1096 
2451423,1362.1022 
2451424,1362.0175 
2451425,1362.0123 
2451426,1361.9425 
2451427,1361.8084 
2451428,1361.5796 
2451429,1361.5162 
2451430,1361.5691 
2451431,1361.4619 
2451432,1361.3782 
2451433,1361.3101 
2451434,1361.1222 
2451435,1361.0411 
2451436,1360.7570 
2451437,1360.8445 
2451438,1361.1202 
2451439,1361.6556 
2451440,1361.8438 
2451441,1361.9097 
2451442,1362.0306 
2451443,1361.9776 
2451444,1362.0061 
2451445,1361.9620 
2451446,1361.9047 
2451447,1361.8230 
2451448,1361.6876 
2451449,1361.7922 
2451450,1361.8441 
2451451,1361.7812 
2451452,1361.9406 
2451453,1361.6546 
2451454,1361.6452 
2451455,1361.7206 
2451456,1361.7273 
2451457,1361.6060 
2451458,1361.5496 
2451459,1361.6271 
2451460,1361.7162 
2451461,1361.8612 
2451462,1361.9327 
2451463,1361.7853 
2451464,1361.6009 
2451465,1361.0861 
2451466,1360.5291 
2451467,1360.4326 
2451468,1360.4387 
2451469,1360.7906 
2451470,1360.8391 
2451471,1361.4265 
2451472,1361.7770 
2451473,1361.8989 
2451474,1361.5078 
2451475,1361.1704 
2451476,1360.9339 
2451477,1360.6873 
2451478,1360.6529 
2451479,1360.7403 
2451480,1360.8386 
2451481,1361.0098 
2451482,1361.4878 
2451483,1361.3421 
2451484,1361.4393 
2451485,1361.3995 
2451486,1361.4655 
2451487,1361.4716 
2451488,1361.5752 
2451489,1361.8174 
2451490,1361.8434 
2451491,1361.5457 
2451492,1361.1914 
2451493,1360.5969 
2451494,1360.6691 
2451495,1360.9568 
2451496,1361.3002 
2451497,1361.2003 
2451498,1360.7036 
2451499,1360.5901 
2451500,1360.4620 
2451501,1360.6991 
2451502,1361.0582 
2451503,1361.2250 
2451504,1361.6332 
2451505,1361.5952 
2451506,1361.4623 
2451507,1361.4246 
2451508,1361.5216 
2451509,1361.6665 
2451510,1361.7783 
2451511,1361.6809 
2451512,1361.6004 
2451513,1361.1943 
2451514,1361.4388 
2451515,1361.5503 
2451516,1361.4996 
2451517,1361.6519 
2451518,1361.5858 
2451519,1361.3471 
2451520,1361.3348 
2451521,1361.3629 
2451522,1361.5563 
2451523,1361.6137 
2451524,1361.9217 
2451525,1362.0165 
2451526,1362.4608 
2451527,1362.5760 
2451528,1362.3348 
2451529,1362.1294 
2451530,1361.8027 
2451531,1361.8391 
2451532,1361.5900 
2451533,1361.1713 
2451534,1360.4732 
2451535,1360.3571 
2451536,1360.4438 
2451537,1360.7773 
2451538,1361.0183 
2451539,1361.0788 
2451540,1361.4402 
2451541,1361.6006 
2451542,1361.6664 
2451543,1361.4221 
2451544,1361.4470 
2451545,1361.5032 
2451546,1361.5596 
2451547,1361.5324 
2451548,1361.6449 
2451549,1361.8896 
2451550,1362.0775 
2451551,1362.0224 
2451552,1362.2386 
2451553,1362.3731 
2451554,1362.3083 
2451555,1362.2499 
2451556,1362.1136 
2451557,1362.0805 
2451558,1361.9763 
2451559,1362.0773 
2451560,1362.0055 
2451561,1361.7934 
2451562,1362.0279 
2451563,1361.8969 
2451564,1361.6507 
2451565,1361.6485 
2451566,1361.7593 
2451567,1361.7321 
2451568,1361.5562 
2451569,1361.4186 
2451570,1361.3854 
2451571,1361.4354 
2451572,1361.5388 
2451573,1361.5990 
2451574,1361.6395 
2451575,1361.7513 
2451576,1361.9261 
2451577,1361.9916 
2451578,1362.1772 
2451579,1362.3039 
2451580,1362.3904 
2451581,1362.3957 
2451582,1362.2404 
2451583,1362.2505 
2451584,1362.2737 
2451585,1362.2404 
2451586,1362.1876 
2451587,1362.1815 
2451588,1362.1882 
2451589,1362.1361 
2451590,1362.1363 
2451591,1361.8867 
2451592,1361.8058 
2451593,1361.7095 
2451594,1361.5038 
2451595,1361.3070 
2451596,1361.3332 
2451597,1361.3388 
2451598,1361.1877 
2451599,1361.1440 
2451600,1360.9079 
2451601,1360.7628 
2451602,1360.5323 
2451603,1360.3744 
2451604,1360.1013 
2451605,1360.4985 
2451606,1360.8342 
2451607,1361.3275 
2451608,1361.6112 
2451609,1361.6372 
2451610,1361.5917 
2451611,1361.4903 
2451612,1361.4607 
2451613,1361.3897 
2451614,1361.3470 
2451615,1361.2871 
2451616,1361.2801 
2451617,1361.2549 
2451618,1361.2800 
2451619,1361.2067 
2451620,1361.1615 
2451621,1361.0902 
2451622,1361.1365 
2451623,1360.9249 
2451624,1360.9021 
2451625,1360.7196 
2451626,1360.8051 
2451627,1361.3034 
2451628,1361.5936 
2451629,1361.7567 
2451630,1361.9099 
2451631,1361.9253 
2451632,1361.9356 
2451633,1362.0988 
2451634,1362.2429 
2451635,1362.1941 
2451636,1362.1621 
2451637,1362.0953 
2451638,1362.0762 
2451639,1362.2578 
2451640,1362.2819 
2451641,1362.3891 
2451642,1362.3592 
2451643,1362.2070 
2451644,1362.1773 
2451645,1362.2442 
2451646,1362.1917 
2451647,1362.0951 
2451648,1362.1048 
2451649,1362.0741 
2451650,1361.9162 
2451651,1361.8537 
2451652,1361.8897 
2451653,1361.9157 
2451654,1361.9814 
2451655,1361.9407 
2451656,1361.6867 
2451657,1361.4390 
2451658,1360.8054 
2451659,1360.1834 
2451660,1360.1436 
2451661,1360.3307 
2451662,1360.6102 
2451663,1360.7028 
2451664,1360.8300 
2451665,1361.3397 
2451666,1361.5498 
2451667,1361.9118 
2451668,1362.0192 
2451669,1361.9884 
2451670,1361.9726 
