julian_day,temperature
2446814,1361.0452 
2446815,1361.0673 
2446816,1361.0377 
2446817,1360.8513 
2446818,1360.8435 
2446819,1361.0244 
2446820,1361.0265 
2446821,1360.9790 
2446822,1360.9593 
2446823,1360.9222 
2446824,1360.8943 
2446825,1360.8896 
2446826,1360.8825 
2446827,1360.9146 
2446828,1360.9067 
2446829,1360.8815 
2446830,1360.8948 
2446831,1360.8693 
2446832,1360.8795 
2446833,1360.8759 
2446834,1360.8504 
2446835,1360.8757 
2446836,1360.8939 
2446837,1360.8939 
2446838,1360.8909 
2446839,1360.9170 
2446840,1360.9389 
2446841,1360.9063 
2446842,1360.9655 
2446843,1360.9618 
2446844,1360.9366 
2446845,1360.9377 
2446846,1360.9627 
2446847,1360.9253 
2446848,1360.9638 
2446849,1360.9036 
2446850,1360.9505 
2446851,1360.9456 
2446852,1360.9053 
2446853,1360.9242 
2446854,1360.9475 
2446855,1360.9334 
2446856,1360.9059 
2446857,1360.9197 
2446858,1360.9262 
2446859,1360.9362 
2446860,1360.9088 
2446861,1360.9171 
2446862,1360.8827 
2446863,1360.8766 
2446864,1360.8934 
2446865,1360.9270 
2446866,1360.9923 
2446867,1360.9680 
2446868,1360.9977 
2446869,1360.8708 
2446870,1360.9338 
2446871,1360.9038 
2446872,1360.9140 
2446873,1360.9459 
2446874,1360.9556 
2446875,1360.9605 
2446876,1360.9435 
2446877,1360.9993 
2446878,1360.9532 
2446879,1360.9740 
2446880,1360.9705 
2446881,1360.9367 
2446882,1360.8931 
2446883,1360.8367 
2446884,1360.8603 
2446885,1360.7896 
2446886,1360.7105 
2446887,1360.7998 
2446888,1360.7739 
2446889,1360.8589 
2446890,1360.8144 
2446891,1360.8363 
2446892,1360.6999 
2446893,1360.7182 
2446894,1360.3629 
2446895,1360.4343 
2446896,1360.4748 
2446897,1360.5310 
2446898,1360.6598 
2446899,1360.5321 
2446900,1360.7896 
2446901,1360.8861 
2446902,1360.9654 
2446903,1360.9139 
2446904,1361.0380 
2446905,1361.1391 
2446906,1360.9179 
2446907,1361.0068 
2446908,1360.9417 
2446909,1360.9363 
2446910,1360.9458 
2446911,1360.9814 
2446912,1360.9286 
2446913,1360.9300 
2446914,1360.9196 
2446915,1360.9385 
2446916,1360.9634 
2446917,1360.9825 
2446918,1360.9622 
2446919,1361.0737 
2446920,1360.9580 
2446921,1360.9797 
2446922,1361.1078 
2446923,1361.0589 
2446924,1361.0568 
2446925,1361.0849 
2446926,1361.0572 
2446927,1361.2448 
2446928,1361.0254 
2446929,1361.0368 
2446930,1361.1429 
2446931,1361.1131 
2446932,1361.0673 
2446933,1360.8969 
2446934,1360.8941 
2446935,1360.8398 
2446936,1360.7750 
2446937,1360.6809 
2446938,1360.5273 
2446939,1360.6912 
2446940,1360.7404 
2446941,1360.8707 
2446942,1361.0081 
2446943,1360.9446 
2446944,1360.9457 
2446945,1360.9369 
2446946,1360.9232 
2446947,1360.9957 
2446948,1360.9703 
2446949,1361.0692 
2446950,1361.0197 
2446951,1361.0437 
2446952,1361.0590 
2446953,1361.1144 
2446954,1361.1806 
2446955,1361.1770 
2446956,1361.2079 
2446957,1361.1266 
2446958,1361.1121 
2446959,1361.0933 
2446960,1361.1897 
2446961,1361.1082 
2446962,1361.0728 
2446963,1361.2226 
2446964,1361.1370 
2446965,1361.1446 
2446966,1361.1674 
2446967,1361.1406 
2446968,1361.1036 
2446969,1361.0124 
2446970,1360.9446 
2446971,1360.9328 
2446972,1360.8939 
2446973,1361.1181 
2446974,1361.0120 
2446975,1360.9681 
2446976,1360.9839 
2446977,1361.0396 
2446978,1360.9786 
2446979,1361.0786 
2446980,1361.0462 
2446981,1361.0714 
2446982,1360.9941 
2446983,1360.9716 
2446984,1361.0046 
2446985,1360.8595 
2446986,1360.9932 
2446987,1360.9448 
2446988,1360.9689 
2446989,1360.9435 
2446990,1360.9268 
2446991,1361.0593 
2446992,1361.0420 
2446993,1361.0843 
2446994,1361.0965 
2446995,1361.1072 
2446996,1361.1450 
2446997,1361.0759 
2446998,1361.0841 
2446999,1361.1091 
2447000,1361.1780 
2447001,1360.9992 
2447002,1361.0450 
2447003,1361.0900 
2447004,1361.1892 
2447005,1361.2697 
2447006,1361.2313 
2447007,1361.2000 
2447008,1361.1592 
2447009,1361.0670 
2447010,1360.9755 
2447011,1360.9891 
2447012,1361.0208 
2447013,1360.9629 
2447014,1360.9632 
2447015,1360.8736 
2447016,1360.7228 
2447017,1360.7680 
2447018,1361.0612 
2447019,1360.9570 
2447020,1360.9298 
2447021,1360.6895 
2447022,1360.7246 
2447023,1360.7446 
2447024,1360.7833 
2447025,1360.8127 
2447026,1360.9115 
2447027,1360.9510 
2447028,1360.9239 
2447029,1361.0363 
2447030,1361.0595 
2447031,1361.1483 
2447032,1361.1624 
2447033,1361.0315 
2447034,1361.0931 
2447035,1361.1244 
2447036,1361.1135 
2447037,1361.1170 
2447038,1361.2018 
2447039,1361.0863 
2447040,1361.1230 
2447041,1361.0183 
2447042,1361.0135 
2447043,1361.0347 
2447044,1360.9991 
2447045,1360.9720 
2447046,1360.8761 
2447047,1360.7950 
2447048,1360.8653 
2447049,1360.9809 
2447050,1361.0883 
2447051,1361.1244 
2447052,1361.1645 
2447053,1361.1662 
2447054,1361.2104 
2447055,1361.0712 
2447056,1361.2169 
2447057,1361.2278 
2447058,1361.1549 
2447059,1361.1312 
2447060,1361.0988 
2447061,1361.0068 
2447062,1360.9827 
2447063,1360.9955 
2447064,1361.0032 
2447065,1360.9886 
2447066,1361.0468 
2447067,1361.0086 
2447068,1361.0186 
2447069,1361.1237 
2447070,1361.1384 
2447071,1361.1343 
2447072,1361.0353 
2447073,1360.9309 
2447074,1360.8748 
2447075,1361.0716 
2447076,1361.0974 
2447077,1361.1093 
2447078,1361.2230 
2447079,1361.2365 
2447080,1361.0514 
2447081,1360.9887 
2447082,1360.8648 
2447083,1360.8471 
2447084,1360.6520 
2447085,1360.9314 
2447086,1360.9128 
2447087,1361.1123 
2447088,1361.1515 
2447089,1361.1984 
2447090,1361.1919 
2447091,1361.1167 
2447092,1361.0714 
2447093,1361.0660 
2447094,1361.0063 
2447095,1361.0970 
2447096,1360.9905 
2447097,1360.9295 
2447098,1360.8781 
2447099,1361.0566 
2447100,1361.1422 
2447101,1361.1852 
2447102,1361.2676 
2447103,1361.3219 
2447104,1361.3461 
2447105,1361.2861 
2447106,1361.2769 
2447107,1361.2299 
2447108,1361.2064 
2447109,1361.1499 
2447110,1361.2335 
2447111,1361.2981 
2447112,1361.2044 
2447113,1361.0326 
2447114,1361.0853 
2447115,1360.7666 
2447116,1360.7978 
2447117,1361.0133 
2447118,1360.9454 
2447119,1360.9047 
2447120,1360.7228 
2447121,1360.8814 
2447122,1360.9917 
2447123,1361.0991 
2447124,1361.2693 
2447125,1361.2887 
2447126,1361.3290 
2447127,1361.2698 
2447128,1361.3334 
2447129,1361.3359 
2447130,1361.2449 
2447131,1361.2509 
2447132,1361.1370 
2447133,1361.2387 
2447134,1361.2599 
2447135,1361.2148 
2447136,1361.1016 
2447137,1361.1456 
2447138,1361.2049 
2447139,1361.0573 
2447140,1361.1474 
2447141,1361.1457 
2447142,1361.1404 
2447143,1361.1319 
2447144,1361.1634 
2447145,1361.2140 
2447146,1361.2154 
2447147,1361.2416 
2447148,1361.2430 
2447149,1361.2526 
2447150,1361.2956 
2447151,1361.1731 
2447152,1361.1806 
2447153,1361.2941 
2447154,1361.2700 
2447155,1361.2366 
2447156,1361.1816 
2447157,1360.9925 
2447158,1360.9808 
2447159,1361.0154 
2447160,1361.0704 
2447161,1361.0751 
2447162,1361.0229 
2447163,1361.1895 
2447164,1361.2974 
2447165,1361.3210 
2447166,1361.3922 
2447167,1361.4327 
2447168,1361.3844 
2447169,1361.0737 
2447170,1361.1859 
2447171,1361.2434 
2447172,1361.2657 
2447173,1361.3130 
2447174,1361.5867 
2447175,1361.4080 
2447176,1361.2867 
2447177,1361.2451 
2447178,1361.2873 
2447179,1361.2940 
2447180,1361.1843 
2447181,1360.8158 
2447182,1361.0523 
2447183,1361.1108 
2447184,1361.1947 
2447185,1361.3555 
2447186,1361.2692 
2447187,1361.2605 
2447188,1361.2604 
2447189,1361.2142 
2447190,1361.2433 
2447191,1361.2951 
2447192,1361.2665 
2447193,1361.3162 
2447194,1361.2973 
2447195,1361.4290 
2447196,1361.4944 
2447197,1361.5455 
2447198,1361.4888 
2447199,1361.2392 
2447200,1361.3449 
2447201,1361.3714 
2447202,1361.3702 
2447203,1361.4653 
2447204,1361.4612 
2447205,1361.3818 
2447206,1361.5290 
2447207,1361.2851 
2447208,1361.2595 
2447209,1361.1520 
2447210,1361.1753 
2447211,1361.1016 
2447212,1361.1359 
2447213,1360.9968 
2447214,1361.1744 
2447215,1361.2346 
2447216,1361.3160 
2447217,1361.2883 
2447218,1361.3345 
2447219,1361.4492 
2447220,1361.2197 
2447221,1361.2393 
2447222,1361.1764 
2447223,1361.1004 
2447224,1361.1953 
2447225,1361.1614 
2447226,1361.2750 
2447227,1361.4052 
2447228,1361.3505 
2447229,1361.3567 
2447230,1361.2853 
2447231,1361.3373 
2447232,1361.3098 
2447233,1361.5182 
2447234,1361.4508 
2447235,1361.0860 
2447236,1361.0318 
2447237,1361.1008 
2447238,1360.6048 
2447239,1360.5810 
2447240,1360.9454 
2447241,1361.1264 
2447242,1361.1975 
2447243,1361.2248 
2447244,1361.1431 
2447245,1361.1727 
2447246,1361.0429 
2447247,1361.0920 
2447248,1361.0870 
2447249,1361.1147 
2447250,1361.1125 
2447251,1361.1515 
2447252,1361.1872 
2447253,1361.1254 
2447254,1361.1617 
2447255,1361.3359 
2447256,1361.4045 
2447257,1361.3294 
2447258,1361.0866 
2447259,1361.2396 
2447260,1361.1795 
2447261,1361.4522 
2447262,1361.3641 
2447263,1361.3795 
2447264,1361.2565 
2447265,1361.4137 
2447266,1360.9740 
2447267,1361.1245 
2447268,1361.0938 
2447269,1360.9273 
2447270,1361.0708 
2447271,1361.1031 
2447272,1361.2950 
2447273,1361.4395 
2447274,1361.5262 
2447275,1361.7086 
2447276,1361.6116 
2447277,1361.4823 
2447278,1361.3038 
2447279,1361.2817 
2447280,1361.1728 
2447281,1361.3637 
2447282,1361.3811 
2447283,1361.1830 
2447284,1361.3793 
2447285,1361.6311 
2447286,1361.4894 
2447287,1361.5352 
2447288,1361.6033 
2447289,1361.6645 
2447290,1361.7730 
2447291,1361.7523 
2447292,1361.7743 
2447293,1361.8244 
2447294,1361.9430 
2447295,1361.8310 
2447296,1361.9131 
2447297,1361.6173 
2447298,1361.5817 
2447299,1361.6606 
2447300,1361.3376 
2447301,1361.4427 
2447302,1361.5288 
2447303,1361.7575 
2447304,1361.6939 
2447305,1361.5516 
2447306,1361.6140 
2447307,1361.5092 
2447308,1361.5766 
2447309,1361.4408 
2447310,1361.4211 
2447311,1361.4349 
2447312,1361.4137 
2447313,1361.5429 
2447314,1361.6137 
2447315,1361.3356 
2447316,1361.3818 
2447317,1361.1385 
2447318,1361.2896 
2447319,1361.5160 
2447320,1361.4564 
2447321,1361.4049 
2447322,1361.7694 
2447323,1361.7440 
2447324,1361.8566 
2447325,1361.8037 
2447326,1361.5810 
2447327,1361.3649 
2447328,1361.4300 
2447329,1361.7452 
2447330,1361.3259 
2447331,1361.2883 
2447332,1361.3001 
2447333,1361.2862 
2447334,1361.3112 
2447335,1361.2807 
2447336,1361.2845 
2447337,1361.5590 
2447338,1361.4256 
2447339,1361.3389 
2447340,1360.5891 
2447341,1359.9464 
2447342,1359.4665 
2447343,1359.3947 
2447344,1359.1790 
2447345,1359.1796 
2447346,1360.1293 
2447347,1360.2575 
2447348,1360.9269 
2447349,1361.4553 
2447350,1361.6203 
2447351,1361.5956 
2447352,1361.3555 
2447353,1361.2105 
2447354,1361.2808 
2447355,1360.9695 
2447356,1361.0365 
2447357,1360.8575 
2447358,1361.0015 
2447359,1360.8690 
2447360,1360.8748 
2447361,1361.4460 
2447362,1361.2448 
2447363,1361.2247 
2447364,1361.3637 
2447365,1361.5841 
2447366,1361.7168 
2447367,1362.0109 
2447368,1361.8104 
2447369,1361.7064 
2447370,1361.5164 
2447371,1361.3728 
2447372,1361.1063 
2447373,1361.1723 
2447374,1360.7327 
2447375,1361.1781 
2447376,1361.3846 
2447377,1361.3855 
2447378,1361.5122 
2447379,1361.5935 
2447380,1361.6071 
2447381,1361.5137 
2447382,1361.0927 
2447383,1361.0712 
2447384,1360.7621 
2447385,1360.3892 
2447386,1360.5042 
2447387,1360.7003 
2447388,1361.0023 
2447389,1361.2801 
2447390,1361.4338 
2447391,1361.4837 
2447392,1361.7070 
2447393,1361.6594 
2447394,1361.7354 
2447395,1361.7582 
2447396,1361.7561 
2447397,1361.8619 
2447398,1361.8798 
2447399,1361.8272 
2447400,1361.7920 
2447401,1361.9010 
2447402,1362.0657 
2447403,1361.4435 
2447404,1361.2061 
2447405,1360.8182 
2447406,1360.8597 
2447407,1361.0958 
2447408,1361.3585 
2447409,1361.4951 
2447410,1361.7243 
2447411,1361.9485 
2447412,1361.9880 
2447413,1362.0113 
2447414,1361.9165 
2447415,1361.9086 
2447416,1361.9688 
2447417,1361.8434 
2447418,1361.7053 
2447419,1361.4656 
2447420,1361.3937 
2447421,1361.7186 
2447422,1361.7707 
2447423,1361.6448 
2447424,1361.6797 
2447425,1361.5839 
2447426,1361.7861 
2447427,1361.6688 
2447428,1362.1729 
2447429,1361.7616 
2447430,1361.8890 
2447431,1361.9877 
2447432,1361.8956 
2447433,1362.1394 
2447434,1361.9522 
2447435,1361.9432 
2447436,1361.7604 
2447437,1361.8674 
2447438,1361.4712 
2447439,1361.3130 
2447440,1361.3200 
2447441,1360.6746 
2447442,1361.0427 
2447443,1360.8991 
2447444,1361.2097 
2447445,1361.2504 
2447446,1361.2341 
2447447,1361.7746 
2447448,1361.7367 
2447449,1361.8843 
2447450,1361.9773 
2447451,1361.9555 
2447452,1361.8865 
2447453,1361.7089 
2447454,1361.5238 
2447455,1361.2719 
2447456,1361.1718 
2447457,1361.2829 
2447458,1361.0815 
2447459,1361.0435 
2447460,1361.2045 
2447461,1361.3833 
2447462,1362.0230 
2447463,1361.6387 
2447464,1361.7962 
2447465,1361.7521 
2447466,1361.6136 
2447467,1361.4500 
2447468,1361.1461 
2447469,1360.7601 
2447470,1360.9666 
2447471,1360.6972 
2447472,1360.7774 
2447473,1360.8345 
2447474,1361.3076 
2447475,1361.2703 
2447476,1361.4424 
2447477,1361.5298 
2447478,1361.6936 
2447479,1361.4423 
2447480,1361.4667 
2447481,1361.5487 
2447482,1361.5850 
2447483,1361.5193 
2447484,1361.5911 
2447485,1361.7271 
2447486,1361.9279 
2447487,1361.8566 
2447488,1361.7453 
2447489,1361.9076 
2447490,1361.6720 
2447491,1361.6841 
2447492,1361.8450 
2447493,1361.8422 
2447494,1361.8484 
2447495,1361.8514 
2447496,1361.3685 
2447497,1361.3184 
2447498,1361.1405 
2447499,1361.4679 
2447500,1361.8973 
2447501,1361.6698 
2447502,1361.7573 
2447503,1361.8939 
2447504,1361.9283 
2447505,1361.8603 
2447506,1362.0308 
2447507,1362.0113 
2447508,1362.0002 
2447509,1361.9024 
2447510,1361.8134 
2447511,1361.5060 
2447512,1361.3351 
2447513,1360.8679 
2447514,1361.1493 
2447515,1361.1498 
2447516,1360.5580 
2447517,1360.7492 
2447518,1360.8178 
2447519,1361.2855 
2447520,1361.1107 
2447521,1361.3829 
2447522,1361.3283 
2447523,1361.3314 
2447524,1361.3114 
2447525,1361.4322 
2447526,1361.7604 
2447527,1361.7655 
2447528,1361.4183 
2447529,1361.5108 
2447530,1361.4879 
2447531,1361.4933 
2447532,1361.4900 
2447533,1361.5816 
2447534,1361.7361 
2447535,1361.5263 
2447536,1361.4902 
2447537,1361.9699 
2447538,1361.7651 
2447539,1362.1368 
2447540,1361.1498 
2447541,1361.7954 
2447542,1361.1295 
2447543,1361.0286 
2447544,1360.7680 
2447545,1361.2779 
2447546,1361.7669 
2447547,1361.7041 
2447548,1362.1557 
2447549,1362.1286 
2447550,1361.5075 
2447551,1361.6729 
2447552,1361.4029 
2447553,1361.4730 
2447554,1361.4616 
2447555,1361.6293 
2447556,1361.7356 
2447557,1361.9794 
2447558,1361.9895 
2447559,1362.0342 
2447560,1362.2512 
2447561,1362.1221 
2447562,1362.3561 
2447563,1361.4499 
2447564,1362.1650 
2447565,1362.1294 
2447566,1362.2364 
2447567,1362.0186 
2447568,1361.8130 
2447569,1361.1014 
2447570,1361.6203 
2447571,1361.6196 
2447572,1361.3130 
2447573,1361.2405 
2447574,1361.7664 
2447575,1362.0352 
2447576,1362.3080 
2447577,1362.5500 
2447578,1362.1823 
2447579,1361.5602 
2447580,1361.3959 
2447581,1361.3220 
2447582,1361.3594 
2447583,1361.8070 
2447584,1361.9361 
2447585,1362.0275 
2447586,1362.0468 
2447587,1361.6896 
2447588,1361.7551 
2447589,1361.6068 
2447590,1361.7958 
2447591,1361.8543 
2447592,1361.9340 
2447593,1361.8899 
2447594,1361.6089 
2447595,1361.1483 
2447596,1361.5068 
2447597,1361.0518 
2447598,1360.9503 
2447599,1360.5473 
2447600,1360.3724 
2447601,1360.7034 
2447602,1361.2038 
2447603,1361.3918 
2447604,1362.3601 
2447605,1362.1891 
2447606,1362.1184 
2447607,1361.6942 
2447608,1361.3355 
2447609,1361.3949 
2447610,1361.8144 
2447611,1361.8031 
2447612,1361.8734 
2447613,1361.8605 
2447614,1361.6522 
2447615,1361.8179 
2447616,1361.8875 
2447617,1361.3688 
2447618,1361.2447 
2447619,1361.3046 
2447620,1360.9350 
2447621,1361.3160 
2447622,1361.5413 
2447623,1361.8477 
2447624,1361.9527 
2447625,1362.2907 
2447626,1362.6306 
2447627,1362.7453 
2447628,1363.0098 
2447629,1362.9406 
2447630,1362.6724 
2447631,1362.1712 
2447632,1361.4829 
2447633,1361.1033 
2447634,1361.4050 
2447635,1361.1832 
2447636,1361.1144 
2447637,1361.5036 
2447638,1361.4248 
2447639,1361.6669 
2447640,1361.7418 
2447641,1361.2682 
2447642,1361.5142 
2447643,1361.7208 
2447644,1361.7031 
2447645,1361.8211 
2447646,1361.6516 
2447647,1361.8638 
2447648,1361.8316 
2447649,1361.9616 
2447650,1361.9470 
2447651,1361.7735 
2447652,1361.9675 
2447653,1362.2416 
2447654,1362.4210 
2447655,1362.6069 
2447656,1362.6130 
2447657,1362.6197 
2447658,1362.7986 
2447659,1362.8633 
2447660,1362.8124 
2447661,1362.8133 
2447662,1362.4403 
2447663,1362.2319 
2447664,1362.2785 
2447665,1362.0839 
2447666,1362.0422 
2447667,1361.8577 
2447668,1361.2887 
2447669,1361.3833 
2447670,1361.4766 
2447671,1361.3973 
2447672,1361.2843 
2447673,1361.1920 
2447674,1361.1909 
2447675,1361.5502 
2447676,1361.6713 
2447677,1361.7511 
2447678,1361.7258 
2447679,1361.6027 
2447680,1361.8177 
2447681,1361.9388 
2447682,1362.1773 
2447683,1362.2680 
2447684,1362.3607 
2447685,1362.5257 
2447686,1362.6629 
2447687,1362.1852 
2447688,1361.9075 
2447689,1361.5238 
2447690,1360.7616 
2447691,1360.5257 
2447692,1360.3830 
2447693,1360.3537 
2447694,1360.4281 
2447695,1360.8702 
2447696,1361.0411 
2447697,1361.4323 
2447698,1361.6579 
2447699,1361.9216 
2447700,1361.4712 
2447701,1361.2617 
2447702,1361.1472 
2447703,1361.2500 
2447704,1361.4840 
2447705,1361.5495 
2447706,1361.5097 
2447707,1360.9978 
2447708,1361.7809 
2447709,1362.0696 
2447710,1362.2451 
2447711,1362.3548 
2447712,1362.3910 
2447713,1362.4900 
2447714,1362.5776 
2447715,1362.7660 
2447716,1362.9586 
2447717,1363.0279 
2447718,1362.8688 
2447719,1362.8056 
2447720,1362.7736 
2447721,1362.6120 
2447722,1362.4837 
2447723,1362.4053 
2447724,1362.3059 
2447725,1362.2617 
2447726,1362.2853 
2447727,1362.0874 
2447728,1362.0915 
2447729,1362.1449 
2447730,1361.9751 
2447731,1361.9696 
2447732,1361.9244 
2447733,1361.9656 
2447734,1362.0232 
2447735,1362.1523 
2447736,1362.2369 
2447737,1361.8347 
2447738,1361.6288 
2447739,1361.7884 
2447740,1361.9423 
2447741,1362.0605 
2447742,1362.0632 
2447743,1361.9458 
2447744,1361.9137 
2447745,1361.8647 
2447746,1361.4168 
2447747,1361.3290 
2447748,1361.3385 
2447749,1361.5663 
2447750,1361.5454 
2447751,1361.7053 
2447752,1361.4737 
2447753,1361.2208 
2447754,1360.9993 
2447755,1360.8853 
2447756,1361.1224 
2447757,1360.9638 
2447758,1361.0772 
2447759,1361.4084 
2447760,1361.7031 
2447761,1362.0416 
2447762,1362.1314 
2447763,1362.0572 
2447764,1362.1035 
2447765,1362.0818 
2447766,1362.0612 
2447767,1362.1595 
2447768,1362.0396 
2447769,1361.6444 
2447770,1361.2522 
2447771,1361.1251 
2447772,1359.6080 
2447773,1360.2650 
2447774,1361.1600 
2447775,1360.7346 
2447776,1360.4962 
2447777,1360.5265 
2447778,1361.3774 
2447779,1361.4292 
2447780,1361.9549 
2447781,1361.6692 
2447782,1361.7275 
2447783,1361.8915 
2447784,1361.9839 
2447785,1362.2109 
2447786,1362.0425 
2447787,1361.9110 
2447788,1361.8199 
2447789,1361.4263 
2447790,1361.2188 
2447791,1361.1742 
2447792,1361.1045 
2447793,1361.1928 
2447794,1361.3269 
2447795,1361.4557 
2447796,1361.5494 
2447797,1361.7642 
2447798,1362.0139 
2447799,1362.2950 
2447800,1362.2569 
2447801,1362.2555 
2447802,1362.3831 
2447803,1362.6099 
2447804,1362.7452 
2447805,1362.6697 
2447806,1362.8068 
2447807,1362.6595 
2447808,1362.7453 
2447809,1362.8316 
2447810,1362.7467 
2447811,1362.6631 
2447812,1362.3374 
2447813,1362.1675 
2447814,1361.8217 
2447815,1361.5954 
2447816,1361.4390 
2447817,1361.4017 
2447818,1361.5878 
2447819,1361.6725 
2447820,1361.6655 
2447821,1361.6497 
2447822,1361.7784 
2447823,1361.5685 
2447824,1361.6736 
2447825,1361.8049 
2447826,1361.9967 
2447827,1362.0697 
2447828,1362.1635 
2447829,1362.2965 
2447830,1362.2188 
2447831,1362.1856 
2447832,1362.0667 
2447833,1362.0300 
2447834,1362.1740 
2447835,1362.3006 
2447836,1362.2798 
2447837,1361.8897 
2447838,1362.2443 
2447839,1362.4174 
2447840,1362.1180 
2447841,1361.9415 
2447842,1361.9924 
2447843,1362.3180 
2447844,1362.3153 
2447845,1362.1952 
2447846,1362.2265 
2447847,1362.3949 
2447848,1362.6175 
2447849,1362.3867 
2447850,1362.1617 
2447851,1362.0207 
2447852,1361.9178 
2447853,1361.8326 
2447854,1361.7226 
2447855,1361.6449 
2447856,1361.8757 
2447857,1361.2668 
2447858,1361.4119 
2447859,1361.3275 
2447860,1361.8955 
2447861,1361.7485 
2447862,1361.8769 
2447863,1362.0313 
2447864,1361.9546 
2447865,1361.9105 
2447866,1361.8858 
2447867,1361.8922 
2447868,1362.0538 
2447869,1362.0295 
2447870,1362.2815 
2447871,1362.3134 
2447872,1362.4756 
2447873,1362.5473 
2447874,1362.4391 
2447875,1362.3903 
2447876,1362.3154 
2447877,1362.3698 
2447878,1362.2457 
2447879,1362.0884 
2447880,1362.0987 
2447881,1362.1077 
2447882,1362.0241 
2447883,1362.0785 
2447884,1362.3445 
2447885,1362.1481 
2447886,1361.9935 
2447887,1361.5813 
2447888,1361.4917 
2447889,1361.5449 
2447890,1360.8912 
2447891,1361.4159 
2447892,1361.5210 
2447893,1361.8904 
2447894,1362.0160 
2447895,1362.1602 
2447896,1361.7274 
2447897,1361.8709 
2447898,1361.8199 
2447899,1361.8978 
2447900,1361.6653 
2447901,1361.9125 
2447902,1361.6648 
2447903,1361.7372 
2447904,1361.9373 
2447905,1362.1299 
2447906,1362.2789 
2447907,1362.1745 
2447908,1362.2084 
2447909,1362.1797 
2447910,1362.2103 
2447911,1362.1947 
2447912,1362.4380 
2447913,1362.7008 
2447914,1362.8217 
2447915,1362.7305 
2447916,1362.1262 
2447917,1361.8658 
2447918,1361.8556 
2447919,1361.8985 
2447920,1361.7087 
2447921,1361.3784 
2447922,1361.7260 
2447923,1361.6934 
2447924,1361.7893 
2447925,1361.7629 
2447926,1361.8440 
2447927,1361.9664 
2447928,1361.9713 
2447929,1362.0047 
2447930,1361.8232 
2447931,1361.8158 
2447932,1361.7874 
2447933,1361.7845 
2447934,1361.7546 
2447935,1361.8557 
2447936,1361.8812 
2447937,1361.8991 
2447938,1361.9322 
2447939,1362.3348 
2447940,1362.4533 
2447941,1362.4712 
2447942,1362.4658 
2447943,1362.3183 
2447944,1362.1665 
2447945,1360.6016 
2447946,1361.8329 
2447947,1361.7422 
2447948,1361.6392 
2447949,1361.7718 
2447950,1361.6898 
2447951,1361.7695 
2447952,1361.9338 
2447953,1361.9997 
2447954,1361.9938 
2447955,1361.8004 
2447956,1361.6433 
2447957,1361.5785 
2447958,1361.3457 
2447959,1361.3555 
2447960,1361.4982 
2447961,1361.5222 
2447962,1361.6230 
2447963,1361.7168 
2447964,1361.6567 
2447965,1361.5941 
2447966,1361.6731 
2447967,1361.6960 
2447968,1361.7004 
2447969,1361.7320 
2447970,1362.1415 
2447971,1361.9569 
2447972,1362.0689 
2447973,1362.0300 
2447974,1362.1162 
2447975,1362.1416 
2447976,1362.0368 
2447977,1361.9761 
2447978,1362.0631 
2447979,1362.0136 
2447980,1362.2509 
2447981,1362.2598 
2447982,1361.9577 
2447983,1361.7438 
2447984,1361.6489 
2447985,1361.5240 
2447986,1361.4937 
2447987,1361.3940 
2447988,1361.4683 
2447989,1361.7699 
2447990,1361.9066 
2447991,1361.9774 
2447992,1361.9904 
2447993,1361.9705 
2447994,1361.9829 
2447995,1362.0040 
2447996,1361.9389 
2447997,1362.0743 
2447998,1362.2562 
2447999,1362.1937 
2448000,1362.3376 
2448001,1362.6462 
2448002,1362.6356 
2448003,1362.9333 
2448004,1362.7452 
2448005,1362.6754 
2448006,1362.6768 
2448007,1362.3715 
2448008,1362.2218 
2448009,1361.9784 
2448010,1361.9213 
2448011,1361.8466 
2448012,1361.8326 
2448013,1361.7310 
2448014,1361.6884 
2448015,1361.5796 
2448016,1361.4823 
2448017,1361.4243 
2448018,1361.2264 
2448019,1361.3795 
2448020,1361.5530 
2448021,1361.7718 
2448022,1361.9867 
2448023,1362.3883 
2448024,1362.6545 
2448025,1362.6344 
2448026,1362.7034 
2448027,1362.4425 
2448028,1362.1243 
2448029,1362.0202 
2448030,1361.1700 
2448031,1361.1070 
2448032,1361.2654 
2448033,1361.5415 
2448034,1361.4775 
2448035,1361.3572 
2448036,1361.4719 
2448037,1361.8609 
2448038,1361.9417 
2448039,1361.7533 
2448040,1361.8645 
2448041,1361.8246 
2448042,1361.5959 
2448043,1361.7890 
2448044,1361.5810 
2448045,1361.6513 
2448046,1361.8408 
2448047,1361.6806 
2448048,1361.7662 
2448049,1361.8876 
2448050,1362.0104 
2448051,1362.1867 
2448052,1362.3600 
2448053,1362.3172 
2448054,1362.5438 
2448055,1362.5563 
2448056,1362.7597 
2448057,1362.5297 
2448058,1362.5907 
2448059,1362.5236 
2448060,1362.5623 
2448061,1362.4838 
2448062,1362.4384 
2448063,1362.2351 
2448064,1361.8333 
2448065,1362.0135 
2448066,1361.8460 
2448067,1361.6703 
2448068,1361.4401 
2448069,1361.4029 
2448070,1361.2661 
2448071,1361.0148 
2448072,1361.1522 
2448073,1360.9723 
2448074,1360.6969 
2448075,1360.4229 
2448076,1360.7229 
2448077,1360.8135 
2448078,1361.2769 
2448079,1361.5611 
2448080,1361.7748 
2448081,1362.0611 
2448082,1362.1945 
2448083,1362.2838 
2448084,1362.3780 
